,ID,Genus,Species,FROH,Sex,Reference,Name,Population
520,SAMN01920550,Pongo,pygmaeus,0.05289547,F,Pongo_pygmaeus,Pongo_pygmaeus,Pongo_pygmaeus
521,SAMN01920551,Pongo,pygmaeus,0.09148544,M,Pongo_pygmaeus,Pongo_pygmaeus,Pongo_pygmaeus
522,HGDP00511,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
523,HGDP00512,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
524,HGDP00513,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
525,HGDP00514,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
526,HGDP00515,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
527,HGDP00516,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
528,HGDP00517,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
529,HGDP00518,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
530,HGDP00519,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
531,HGDP00520,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
532,HGDP00521,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
533,HGDP00522,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
534,HGDP00523,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
535,HGDP00524,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
536,HGDP00525,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
537,HGDP00526,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
538,HGDP00527,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
539,HGDP00528,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
540,HGDP00529,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
541,HGDP00530,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
542,HGDP00531,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
543,HGDP00533,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
544,HGDP00534,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
545,HGDP00535,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
546,HGDP00536,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
547,HGDP00537,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
548,HGDP00538,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
549,HGDP00539,Homo,sapiens,0.0,/,Homo_sapiens,Homo_sapiens,Homo_sapiens
